f_id,nbhd,host,cap,inst,pwr
F01738,bushwick,community garden,554,20210610,grid
F00260,sunset park,Community Garden,675,20200611,GRID
F00758,mott haven,mutual aid nyc,"1,197",20220325,grid
F00251,bushwick,Community Garden,461,20220825,Solar
F02042,Mott Haven,,"1,920",20190202,grid
F04873,Crown Heights,corner deli,"1,336",20210718,generator
F01555,Sunset Park,st. marks church,"1,336",20190718,Generator
F00874,Ridgewood,,"1,756",20230508,GRID
F01078,flatbush ,The Bakery,762,20210921,generator
F00903,jackson hts,St. Marks Church,"1,839",20240616,Grid
F04352,Mott Haven,green grocer,495,20200723,GRID
F00084,jackson hts,Green Grocer,"1,013",20210514,GRID
F03096,Ridgewood,Corner Deli,"1,548",20230711,solar
F03705, Bushwick , CORNER DELI ,935,20230407,GRID
F01809,Ridgewood,green grocer,875,20180910,Generator
F03490,Bed-Stuy,st. marks church,408,20221010,grid
F01360,jackson hts,,"1,977",20200111,Grid
F03176,crown hts,Corner Deli,693,20190125,generator
F00461, Bushwick ,Bodega Grande,955,20230225,Solar
F00081,Ridgewood,the bakery,435,20230708,grid
F01687,Mott Haven,Green Grocer,534,20211102,Solar
F00705,bushwick,Corner Deli,184,20201114,Solar
F03011,sunset park,Green Grocer,696,20190501,Generator
F01482,sunset park,Green Grocer,482,20190413,SOLAR
F04697,harlem, CORNER DELI ,-30,20210302,Grid
F01342, Bushwick ,,900,20241206,Grid
F00761, Bushwick ,corner deli,"1,378",20220816,GRID
F02703, Bushwick ,,751,20191024,grid
F01519,mott haven,bodega grande,"1,110",20230825,generator
F04164,Bedford-Stuyvesant,St. Marks Church,,20240216,Solar
F01087,Bed-Stuy,Bodega Grande,"1,831",20180407,Grid
F04050,jackson hts,Community Garden,95,20181215,Solar
F00307,Bushwick,the bakery,"1,402",20200407,grid
F02361,Jackson Heights, CORNER DELI ,938,20230618,Generator
F00914,Harlem,mutual aid nyc,"1,851",20240106,GRID
F02714,Bed-Stuy,The Bakery,798,20240411,generator
F01024,Mott Haven,Bodega Grande,699,20200122,solar
F04238,Harlem,st. marks church,387,20230119,solar
F04475, Bushwick ,bodega grande,"1,515",20190325,Generator
F04353,mott haven,St. Marks Church,"1,908",20241003,generator
F03091,sunset park,Corner Deli,"1,318",20230702,GRID
F00068,jackson hts,,"1,993",20240114,Generator
F03083,sunset park,Green Grocer,195,20190808,Generator
F02048,Sunset Park,Bodega Grande,647,20231117,Solar
F01404,Bushwick,Mutual Aid NYC,607,20220702,Grid
F01867,bushwick,st. marks church,"1,722",20181006,Grid
F02044,Mott Haven,Bodega Grande,"1,086",20231203,grid
F04456, Bushwick ,Community Garden,881,20201114,SOLAR
F02027,jackson hts,The Bakery,"1,581",20220903,GRID
F04282,sunset park,,"1,319",20190913,Solar
F03574,Crown Heights,Corner Deli,"1,906",20210818,Solar
F00297,crown hts,mutual aid nyc,601,20180605,generator
F01048,Flatbush,Bodega Grande,"1,507",20181218,Solar
F03350,Bushwick,Green Grocer,89,20210306,generator
F03760,jackson hts,community garden,947,20240102,generator
F03701,mott haven,St. Marks Church,90,20240318,grid
F01674, Bushwick ,Green Grocer,,20200310,GRID
F01724,Flatbush,corner deli,481,20200712,Solar
F02569,Jackson Heights,Corner Deli,672,20180409,GRID
F04464,Bed-Stuy, CORNER DELI ,"1,182",20210721,SOLAR
F02236,Bushwick,Bodega Grande,,20181122,Solar
F04210,ridgewood,bodega grande,"1,997",20191114,Solar
F00896,Jackson Heights,mutual aid nyc,406,20200625,generator
F02972,Flatbush,The Bakery,"1,196",20230712,Generator
F02995, Bushwick ,community garden,477,20230202,grid
F00176,bed-stuy,Green Grocer,578,20190110,GRID
F04357,bed-stuy,Mutual Aid NYC,"1,766",20181002,GRID
F03847,mott haven,St. Marks Church,254,20180903,GRID
F01033, Bushwick ,st. marks church,"1,557",20211112,Solar
F02875,flatbush ,,424,20220928,Solar
F00327,jackson hts,st. marks church,986,20210215,GRID
F02005,Mott Haven,Community Garden,-30,20230127,SOLAR
F02884,Mott Haven,green grocer,"1,282",20221225,solar
F01115,mott haven,Bodega Grande,999999,20231004,generator
F00718,Mott Haven,,"1,247",20241211,Grid
F03469,sunset park,green grocer,"1,243",20220108,generator
F03608,sunset park,st. marks church,"1,244",20180514,Grid
F02844,Mott Haven,corner deli,895,20190509,Grid
F00680,Bushwick,Mutual Aid NYC,273,20210108,GRID
F02120,Sunset Park,bodega grande,"1,760",20231101,grid
F01408,Harlem,green grocer,"1,738",20221119,GRID
F00501,Bushwick,green grocer,108,20220815,SOLAR
F03314,Bedford-Stuyvesant,mutual aid nyc,894,20230613,GRID
F03747,Sunset Park,Community Garden,,20210315,solar
F00679,flatbush ,community garden,531,20200512,Grid
F01793,flatbush ,bodega grande,"1,130",20210718,generator
F01993,Jackson Heights,Bodega Grande,"1,932",20190126,solar
F03630,ridgewood,community garden,"1,623",20230215,Generator
F04604,ridgewood,The Bakery,722,20201022,Grid
F02443,bed-stuy,Mutual Aid NYC,"1,804",20180126,solar
F01364,bushwick,The Bakery,,20230108,grid
F00108,Harlem,Mutual Aid NYC,603,20210807,solar
F00889,crown hts,bodega grande,310,20190911,grid
F00275,sunset park,corner deli,"1,549",20201012,SOLAR
F00359,Harlem,corner deli,"1,823",20231104,solar
F00622,harlem,St. Marks Church,"1,221",20181002,solar
F04726,Harlem,Community Garden,591,20230921,Solar
F04236,Bedford-Stuyvesant,The Bakery,447,20180618,GRID
F00119,Jackson Heights,green grocer,"1,523",20230724,Grid
F02712, Bushwick ,mutual aid nyc,"1,206",20200806,Solar
F03251,Sunset Park,Corner Deli,800,20190425,grid
F03877,Sunset Park,,"1,921",20210801,grid
F04848,Bed-Stuy,Bodega Grande,"1,516",20180121,Solar
F01053,Flatbush,community garden,134,20240712,SOLAR
F04214, Bushwick ,corner deli,"1,403",20220526,GRID
F01604,bushwick,community garden,"1,777",20180816,grid
F01999,Bed-Stuy,,958,20210528,Generator
F02528,jackson hts,mutual aid nyc,989,20180122,Generator
F00662,jackson hts,Green Grocer,108,20220812,SOLAR
F00973, Bushwick ,st. marks church,911,20230127,Generator
F03411,Harlem,corner deli,776,20240419,Generator
F00468,bushwick,Corner Deli,40,20220520,SOLAR
F01201,Bushwick,St. Marks Church,"1,771",20220225,Solar
F04585,flatbush ,st. marks church,101,20220310,solar
F01631,Sunset Park,the bakery,"1,700",20210525,SOLAR
F04800,Bed-Stuy,green grocer,"1,831",20200625,Solar
F03871,Harlem,corner deli,"1,344",20191212,Generator
F04787,Sunset Park,Mutual Aid NYC,"1,419",20241115,generator
F02215,Bedford-Stuyvesant,Corner Deli,"1,562",20220501,solar
F03143,Bedford-Stuyvesant,the bakery,999999,20180508,GRID
F00518,sunset park,Bodega Grande,"1,161",20240210,SOLAR
F04346,Bedford-Stuyvesant, CORNER DELI ,"1,558",20220520,GRID
F01250,mott haven,green grocer,895,20201014,grid
F03543,Flatbush,green grocer,"1,582",20190305,Solar
F02343,mott haven,Corner Deli,"1,356",20240611,Grid
F01908,harlem,st. marks church,632,20230701,Generator
F04041,bushwick,,"1,602",20190304,solar
F03792,Bushwick,corner deli,743,20190916,GRID
F02146,Bed-Stuy,Bodega Grande,627,20221213,Generator
F00996,Jackson Heights,The Bakery,"1,453",20190622,Generator
F02283,bed-stuy,green grocer,555,17760402,Grid
F04603,mott haven,st. marks church,"1,110",20240903,Generator
F00551,Bushwick,Community Garden,273,20201207,solar
F00475,harlem,The Bakery,814,20230612,SOLAR
F04061,Flatbush,green grocer,451,20210609,GRID
F04444,jackson hts,corner deli,805,20220325,Solar
F02991,bed-stuy,Mutual Aid NYC,"1,304",20240309,GRID
F00812,harlem,green grocer,"1,930",20230606,generator
F01971,Bedford-Stuyvesant,st. marks church,"1,602",20220210,Solar
F03821,ridgewood,bodega grande,714,20190409,Generator
F00691,Harlem,corner deli,"1,435",17760706,Grid
F01634,Flatbush,St. Marks Church,"1,288",20220323,Solar
F03718,bed-stuy,Green Grocer,546,20230909,grid
F02830,Sunset Park,The Bakery,-30,20190517,GRID
F01477,crown hts,Bodega Grande,114,20190423,solar
F04244,flatbush ,the bakery,"1,678",20211225,Grid
F01073,Bushwick,community garden,"1,302",20240110,generator
F00252,ridgewood,St. Marks Church,"1,639",20220312,Grid
F01414,bushwick,The Bakery,377,20210424,grid
F01508,bed-stuy,Mutual Aid NYC,"1,120",20210122,generator
F03195,sunset park,Community Garden,988,20240709,Generator
F00227,Crown Heights,bodega grande,"1,082",20210907,generator
F04588,crown hts,Bodega Grande,"1,264",20180818,Grid
F04013,bushwick,Mutual Aid NYC,"1,807",20221104,GRID
F01490,bed-stuy,Mutual Aid NYC,666,20240211,GRID
F04211, Bushwick ,Mutual Aid NYC,"1,378",20191116,generator
F03741,Bedford-Stuyvesant,community garden,"1,462",20210207,generator
F02985,Bushwick,St. Marks Church,420,20200822,solar
F02009,crown hts,mutual aid nyc,94,20180102,grid
F01806,bushwick,Green Grocer,379,20241216,Solar
F04760,bed-stuy,st. marks church,966,20200612,Generator
F02016,bushwick,Mutual Aid NYC,828,20180722,generator
F02022,harlem,mutual aid nyc,"1,105",20180901,grid
F01243,flatbush , CORNER DELI ,"1,080",20240515,Grid
F04815,bed-stuy,Mutual Aid NYC,575,20220618,Generator
F03651,Flatbush,Mutual Aid NYC,"1,028",20220701,Generator
F04490,Bed-Stuy,bodega grande,435,20191112,generator
F02473,ridgewood,the bakery,,20220422,grid
F03330,Bushwick,community garden,"1,794",20240407,Generator
F00346,Bedford-Stuyvesant,the bakery,650,20230904,generator
F00729,crown hts,corner deli,417,20230804,SOLAR
F00088,harlem,corner deli,"1,310",20191125,Solar
F00255,harlem,The Bakery,"1,405",20210404,grid
F01320,Sunset Park,Mutual Aid NYC,595,20190906,generator
F01763,Bedford-Stuyvesant,green grocer,"1,028",20210824,generator
F03710,harlem,bodega grande,"1,724",20230404,Grid
F04780,Harlem,the bakery,"1,144",20231106,solar
F03162, Bushwick ,community garden,729,20201015,Solar
F03335,Ridgewood,community garden,517,20200811,Solar
F03504,crown hts,Community Garden,"1,217",20181221,grid
F00827,ridgewood,corner deli,989,20230820,Solar
F02564,Mott Haven,,821,20200808,Generator
F01084,ridgewood,green grocer,"1,992",20221117,Grid
F02946,bed-stuy,the bakery,349,20210518,GRID
F00983,sunset park,Corner Deli,985,20201023,Generator
F01378,Flatbush,corner deli,"1,842",20240717,GRID
F04669,flatbush ,Green Grocer,"1,233",20240619,solar
F03686,flatbush ,green grocer,"1,061",20990902,GRID
F00002,Bed-Stuy,Mutual Aid NYC,216,20180127,solar
F00650,Ridgewood,St. Marks Church,661,20230218,solar
F04116,bed-stuy, CORNER DELI ,276,20180603,Grid
F01775,Bed-Stuy,the bakery,"1,798",20221228,GRID
F00638,Crown Heights,st. marks church,569,20190317,grid
F02220,sunset park,st. marks church,"1,369",20240420,SOLAR
F01748,sunset park,,"1,334",20230507,Solar
F01346,sunset park,St. Marks Church,,20190925,Grid
F04222,mott haven,Green Grocer,554,20231106,solar
F01120,Harlem,Mutual Aid NYC,754,20181023,Generator
F00132,Bedford-Stuyvesant,Bodega Grande,"1,095",20191208,Grid
F00024,bed-stuy,mutual aid nyc,"1,524",20190826,Generator
F04270,Ridgewood,Green Grocer,"1,917",20220317,GRID
F03728,bed-stuy,bodega grande,977,20230424,Solar
F03981,Mott Haven,st. marks church,,20190127,solar
F03285,Flatbush,community garden,"1,397",20221223,SOLAR
F01153,jackson hts,st. marks church,416,20221207,grid
F01607,Bushwick,Community Garden,"1,363",20200127,SOLAR
F04538,bed-stuy, CORNER DELI ,576,20180326,Generator
F02927,Crown Heights,mutual aid nyc,"1,913",20231007,SOLAR
F02849,bushwick,Mutual Aid NYC,362,20200303,Solar
F00270,ridgewood,corner deli,978,20221019,Grid
F00909,Sunset Park,,660,20220417,grid
F01643,jackson hts,Mutual Aid NYC,"1,873",20221023,Grid
F03648,Ridgewood,Mutual Aid NYC,967,20231121,Solar
F00268,crown hts,bodega grande,214,20220712,Generator
F04109,ridgewood,mutual aid nyc,391,20211010,solar
F02214,bed-stuy,Green Grocer,617,20210505,SOLAR
F01499,Jackson Heights, CORNER DELI ,"1,361",20190222,solar
F02338, Bushwick ,Bodega Grande,"1,137",20200926,Grid
F01798,Jackson Heights,the bakery,571,20220722,solar
F03308,Sunset Park,Mutual Aid NYC,"1,809",20190801,SOLAR
F02280,Bed-Stuy,St. Marks Church,"1,009",20211118,grid
F00184, Bushwick ,Green Grocer,211,20180816,generator
F01706,Mott Haven,bodega grande,384,20191201,generator
F03813,Crown Heights,mutual aid nyc,381,20201016,Generator
F01032,crown hts,Mutual Aid NYC,617,20220417,Solar
F01203,Bedford-Stuyvesant,the bakery,"1,411",20210922,Solar
F01028,Bushwick,The Bakery,955,20180807,Grid
F00644,Flatbush,St. Marks Church,671,20220722,generator
F04172,Ridgewood,The Bakery,"1,489",20241103,Grid
F02652,Mott Haven,bodega grande,614,20200720,Grid
F00849,Harlem,community garden,"1,080",20220805,Grid
F02300,jackson hts,Corner Deli,163,20200113,grid
F00294,bed-stuy,Corner Deli,681,20220303,solar
F00128,harlem,community garden,"1,591",20200112,grid
F04252,Crown Heights,St. Marks Church,"1,761",20180908,generator
F01321,Bushwick,Mutual Aid NYC,,20230509,solar
F03971,bushwick,green grocer,"1,339",20180114,SOLAR
F04566,bed-stuy,The Bakery,968,20190316,solar
F03118,bushwick,Community Garden,"1,163",20181121,Grid
F02810,Jackson Heights,corner deli,936,20180824,Solar
F04024,Harlem,St. Marks Church,615,20190924,GRID
F01156,Flatbush,Mutual Aid NYC,254,20191025,Grid
F00715,Mott Haven,Green Grocer,625,20180321,grid
F01177, Bushwick ,green grocer,"1,556",20180627,generator
F01528,bushwick,green grocer,"1,178",20200709,GRID
F03500,harlem,Bodega Grande,709,20240419,solar
F02296,mott haven,green grocer,73,20240516,SOLAR
F01750,Bed-Stuy,Community Garden,950,20230604,Solar
F04722, Bushwick ,green grocer,"1,924",20220121,Generator
F01005,Jackson Heights,bodega grande,788,20230314,Solar
F02447,crown hts,bodega grande,"1,475",20180814,Generator
F00558,Sunset Park,Green Grocer,273,20240712,Solar
F00292,Bedford-Stuyvesant,St. Marks Church,709,20181126,grid
F02774,bed-stuy, CORNER DELI ,962,20210117,grid
F00096,ridgewood,Corner Deli,"1,610",20200707,GRID
F00583,sunset park,Community Garden,274,20180108,grid
F03461,Sunset Park,bodega grande,605,20221215,grid
F01355,Ridgewood,St. Marks Church,743,20181206,GRID
F01227,Harlem,St. Marks Church,"1,597",20181126,solar
F03286,Bed-Stuy,community garden,"1,266",20220211,solar
F00087,Jackson Heights,The Bakery,255,20200716,GRID
F01815,Jackson Heights,green grocer,"1,621",20211019,Generator
F02796,Ridgewood,corner deli,"1,031",20200508,Grid
F01603,ridgewood, CORNER DELI ,959,20220426,Generator
F01444,Bedford-Stuyvesant,Green Grocer,"1,137",20190105,Generator
F03023,jackson hts,community garden,501,20200910,generator
F01298,Flatbush,the bakery,"1,648",20200308,Generator
F01225,bed-stuy,mutual aid nyc,-30,20210214,GRID
F00163,bushwick,Corner Deli,"1,520",20210504,solar
F03121,sunset park,Green Grocer,"1,086",20230108,GRID
F01402,ridgewood,green grocer,"1,993",20240702,grid
F03075,Bed-Stuy,Corner Deli,187,20190126,GRID
F03610,ridgewood,mutual aid nyc,950,20220616,solar
F02644,Mott Haven,community garden,"1,788",20180308,GRID
F03361,Ridgewood,community garden,"1,997",20220515,GRID
F01333,mott haven,the bakery,922,20220225,Grid
F00186,mott haven,green grocer,521,20190602,grid
F00612,bushwick,corner deli,"1,703",20230617,SOLAR
F00880,Harlem,Community Garden,995,20191101,grid
F00790,Harlem,corner deli,"1,892",20241126,Generator
F00121,Mott Haven,green grocer,933,20220403,grid
F00458,Bedford-Stuyvesant, CORNER DELI ,153,20200908,solar
F00497,Bedford-Stuyvesant,mutual aid nyc,"1,755",20230703,GRID
F04194,Ridgewood,Community Garden,"1,641",20200425,solar
F04757,Bushwick,Bodega Grande,"1,925",20210723,GRID
F01471, Bushwick ,The Bakery,-30,20241013,grid
F03516,jackson hts,bodega grande,"1,332",20220422,generator
F03206,Crown Heights,Community Garden,412,20231208,Generator
F03478,jackson hts,Green Grocer,"1,457",20200816,solar
F04189, Bushwick ,Green Grocer,693,20220719,generator
F00410,Bed-Stuy,st. marks church,563,20200111,GRID
F01433,flatbush ,green grocer,"1,489",20211224,Generator
F01021,Ridgewood,green grocer,"1,480",20240812,grid
F00175,crown hts,green grocer,,20191025,Generator
F00147,bushwick,st. marks church,290,20220513,grid
F02070,Harlem,bodega grande,,20181124,generator
F04029,crown hts,bodega grande,,20220102,Generator
F02313,Bedford-Stuyvesant,,"1,591",20240724,Solar
F02547,Jackson Heights, CORNER DELI ,"1,621",20180409,generator
F02784,bed-stuy,Bodega Grande,158,20200610,generator
F01228,jackson hts,Community Garden,816,20211210,grid
F02717, Bushwick ,st. marks church,"1,461",20190420,GRID
F04505,flatbush ,bodega grande,"1,918",20210616,SOLAR
F01584,Bedford-Stuyvesant,Mutual Aid NYC,253,20230826,grid
F04375,Mott Haven,st. marks church,189,20240410,Solar
F02498,Bedford-Stuyvesant,the bakery,"1,928",20220703,Generator
F00338,Harlem,Community Garden,463,20210114,Generator
F02463,Bedford-Stuyvesant,Green Grocer,"1,817",20210224,Generator
F00214,Sunset Park,Community Garden,"1,494",20220501,solar
F03625,Sunset Park,Green Grocer,"1,998",20230501,solar
F01514,Bedford-Stuyvesant,Bodega Grande,533,20240727,SOLAR
F03291,bed-stuy,corner deli,100,20210124,Generator
F00610,Flatbush,mutual aid nyc,159,20181001,Generator
F02013,Bed-Stuy,green grocer,"1,390",20230317,GRID
F01677,Crown Heights,St. Marks Church,"1,175",20210207,GRID
F00489,Ridgewood,St. Marks Church,760,20180711,GRID
F00490,Ridgewood,The Bakery,999999,20240921,generator
F03052,jackson hts, CORNER DELI ,256,20210302,Generator
F04884,bed-stuy,,"1,077",20180723,GRID
F02690,sunset park,Corner Deli,"1,588",20190816,Generator
F01609,bushwick,green grocer,647,20210117,SOLAR
F02635,Bushwick,,,20221211,Generator
F01226,Crown Heights,corner deli,873,20200602,solar
F02552,Crown Heights,green grocer,486,20200402,solar
F01821,crown hts,community garden,"1,477",20190710,Solar
F00259,Mott Haven,mutual aid nyc,"1,570",20240606,GRID
F02601,Mott Haven,Community Garden,"1,581",20231120,SOLAR
F00358,ridgewood, CORNER DELI ,"1,959",20181119,generator
F00498,Jackson Heights,corner deli,154,20181106,GRID
F02980,Jackson Heights,bodega grande,495,20200206,Solar
F02067,flatbush ,St. Marks Church,296,20220811,Generator
F01230,harlem,The Bakery,416,20240725,Grid
F01159,mott haven,corner deli,"1,756",20240420,Grid
F01796,flatbush ,green grocer,343,20220618,solar
F03055,Crown Heights,the bakery,440,20220216,Solar
F00378,Bed-Stuy,The Bakery,885,20231106,generator
F04677,bushwick,community garden,72,20230806,Grid
F00177,jackson hts,bodega grande,"1,692",20240218,generator
F00787,jackson hts,,"1,920",20180802,generator
F02745,ridgewood,bodega grande,"1,899",20200609,generator
F02394,Jackson Heights,corner deli,"1,016",20211105,Solar
F02377,Jackson Heights,,747,20191022,Grid
F02184,Crown Heights,Bodega Grande,555,20241204,Solar
F02843, Bushwick ,community garden,"1,474",20201208,grid
F03028,Flatbush,green grocer,415,20231212,Generator
F04108,Jackson Heights,Green Grocer,99,20180324,solar
