m_id,nbhd,artst,med,sz,yr,dt
M02686,bushwick,jane q. public,spray paint,"4,111",2020,20201216
M03080,Williamsburg,os gemeos,aerosol,"5,227",2023,20230719
M04599,harlem,KAWS,spraypaint,"2,988",2020,20200405
M01804,the bronx,Os Gemeos,Wheatpaste,"6,134",1776,20180805
M03816,Williamsburg,Faith47,Spray Paint,"7,935",2012,20121111
M04587,the bronx,Lady Pink,Wheatpaste,"1,083",2022,20220605
M00991,BUSHWICK,Lady Pink,spraypaint,"5,344",2008,20081205
M02896,Astoria,futura,Acrylic,"5,035",2006,20060715
M00054,Long Island City,jane q. public,wheatpaste,"4,893",2012,20120808
M02697,Lower East Side,cost,aerosol,310,2019,20190124
M04074,astoria,futura,Acrylic,"4,683",2014,20140115
M04230,Bronx,Os Gemeos,mosaic,"5,430",2013,20130719
M02534,LES,Banksy,Aerosol,"3,198",2020,20200407
M00228,Astoria,Os Gemeos,spraypaint,"2,691",2014,20140922
M02410,lower east side,jane q. public,Acrylic,"5,610",2017,20170411
M04568,SoHo,Os Gemeos,spraypaint,"5,070",2022,20221109
M03472,SoHo,faith47,spray paint,"6,362",2016,20161216
M03188,the bronx,faith47,wheatpaste,,2010,20100314
M04402,Long Island City,Lady Pink,wheatpaste,"4,270",2017,20170410
M03938,Williamsburg,jane q. public,wheatpaste,"4,040",2011,20110901
M01828,astoria,os gemeos,spray paint,"4,586",2014,20140709
M01900,harlem,shepard fairey,Aerosol,"3,053",2021,20210418
M03594,bushwick,banksy,Mosaic,"1,703",2009,20090420
M01097,Bronx,COST,aerosol,"3,529",2020,20200203
M03011,williamsburg,os gemeos,acrylic,"7,484",2012,20121113
M01936,Bushwick,COST,Acrylic,"2,920",2013,20130926
M01431,Williamsburg,Lady Pink,spraypaint,"7,624",2023,20230111
M01978,Lower East Side,jane q. public,Aerosol,"6,672",2013,20130519
M04713,Long Island City,faith47,Wheatpaste,"7,736",2010,20101023
M01289,Chelsea,futura,Acrylic,,2099,20180103
M04836,harlem,,acrylic,386,2013,20130311
M03612,Bronx,Banksy,Acrylic,,2023,20230421
M04047,Long Island City,Jane Q. Public,Wheatpaste,794,2005,20050816
M00712,BUSHWICK,lady pink,Wheatpaste,"1,994",2005,20050627
M01994,williamsburg,,spray paint,"3,384",2014,20140417
M04564,chelsea ,,wheatpaste,"5,549",2006,20060322
M00943,Chelsea,kaws,spraypaint,"7,532",2020,20200708
M00566,Lower East Side,cost,wheatpaste,"1,142",2006,20060106
M00328,lower east side,Futura,Aerosol,"2,676",2017,20171225
M01743,BUSHWICK,futura,Aerosol,78,2012,20120726
M03658,Bronx,lady pink,Acrylic,"2,638",2007,20071109
M03926,williamsburg,faith47,wheatpaste,"4,803",2008,20081209
M01984,the bronx,Shepard Fairey,Spray Paint,"1,454",2010,20101217
M01067,lower east side,Jane Q. Public,spray paint,,2010,20100925
M03490,BUSHWICK,lady pink,acrylic,"6,107",2009,20090120
M02527,LES,Faith47,Acrylic,,2010,20100712
M02597,SoHo,COST,acrylic,,2015,20151202
M03291,BUSHWICK,Futura,wheatpaste,323,2016,20160721
M02281,williamsburg,KAWS,wheatpaste,"6,179",2010,20100827
M04141,Bushwick,os gemeos,Aerosol,"6,011",2017,20170907
M03175,BUSHWICK,Jane Q. Public,Spray Paint,"2,095",2005,20050604
M00385, Bushwick ,cost,wheatpaste,"1,026",2019,20191107
M03848,lower east side, BANKSY ,Mosaic,782,2023,20230810
M03817,the bronx,Futura,Aerosol,,,20060920
M00872,Bronx,Futura,wheatpaste,"6,208",2018,20180917
M03024,Bushwick,jane q. public,acrylic,"2,687",2022,20221028
M02269,Astoria,lady pink,Aerosol,"5,208",1776,20180317
M02462,astoria,Faith47,spray paint,"7,124",2009,20090614
M04277,bushwick,Os Gemeos,Mosaic,"2,416",2021,20210403
M02074, Bushwick ,KAWS,Spray Paint,"7,863",2018,20180209
M02354,Harlem,futura,Wheatpaste,"4,810",2020,20201220
M03479, Bushwick ,Lady Pink,acrylic,"6,865",2016,20160214
M00823,williamsburg,Futura,Aerosol,"2,251",2007,20070601
M00711,lower east side,Banksy,spray paint,"5,291",2008,20080120
M02483, Bushwick , BANKSY ,Acrylic,"2,411",2006,20060207
M01735,chelsea ,Os Gemeos,Spray Paint,"6,338",,20150124
M00364,williamsburg,shepard fairey,Aerosol,"6,842",2009,20090320
M00250,Lower East Side,Faith47,Aerosol,"1,509",2021,20210215
M04065,Harlem,Os Gemeos,mosaic,"5,018",2009,20090702
M03681,SoHo,Futura,wheatpaste,"4,942",2016,20160604
M03394,bushwick,lady pink,wheatpaste,"2,580",2020,20200723
M00077, Bushwick ,Os Gemeos,acrylic,"1,286",2006,20060628
M01750,the bronx,shepard fairey,Spray Paint,"6,312",2011,20110925
M02020,harlem,Os Gemeos,spraypaint,665,2014,20141123
M04309,Lower East Side,cost,Mosaic,"3,843",2009,20090825
M01194,Chelsea,Faith47,Aerosol,"1,384",2009,20091220
M02970,soho,jane q. public,spray paint,"1,002",2019,20190311
M02636,Long Island City,KAWS,aerosol,979,2016,20160503
M01723,BUSHWICK,cost,wheatpaste,757,2019,20191026
M03721,Long Island City,futura,Mosaic,"5,386",2007,20070228
M01350,BUSHWICK,Banksy,Wheatpaste,"3,343",2016,20160507
M00587,bushwick,banksy,Wheatpaste,"6,464",2016,20160501
M01729,astoria,,Spray Paint,"6,968",2007,20070907
M03464,bushwick,os gemeos,aerosol,"5,437",2018,20180905
M01162, Bushwick ,,Acrylic,"1,620",2013,20131103
M03868,Lower East Side,Shepard Fairey,spraypaint,"5,036",2012,20120516
M02235, Bushwick ,lady pink,acrylic,"7,606",2022,20220616
M03790,LES,jane q. public,mosaic,"3,047",2010,20100712
M01134,Bronx,futura,aerosol,,2013,20130713
M04535,the bronx,os gemeos,aerosol,"2,747",2008,20080708
M02706,Long Island City,Futura,acrylic,"2,960",2009,20091218
M01255,harlem,Lady Pink,Spray Paint,"7,098",2016,20160415
M02492,chelsea ,kaws,Acrylic,"3,651",2021,20210913
M01463,BUSHWICK,COST,wheatpaste,"7,592",2018,20180303
M01710,harlem,Banksy,mosaic,"3,953",2018,20180304
M00573,the bronx,Jane Q. Public,wheatpaste,"2,537",2010,20100822
M02969,Chelsea,futura,wheatpaste,"2,279",2018,20180802
M00217,LIC,Futura,Mosaic,"6,106",2010,20100715
M04823,bushwick,os gemeos,Wheatpaste,"6,282",2010,20100904
M00297,Lower East Side,cost,Wheatpaste,"7,350",2011,20110126
M03942,Williamsburg, BANKSY ,Aerosol,"2,057",2012,20121126
M03525,Astoria,kaws,Wheatpaste,996,2016,20160426
M01545,harlem,faith47,Aerosol,"7,462",2007,20070518
M00274, Bushwick ,KAWS,Mosaic,"3,629",2010,20100712
M03154,harlem,Futura,aerosol,"7,858",2020,20200702
M03060,Long Island City,jane q. public,mosaic,"7,122",2019,20190205
M01883,Bushwick,kaws,wheatpaste,"6,117",2010,20100411
M01578, Bushwick ,banksy,Wheatpaste,"7,483",2010,20100528
M02436,Lower East Side,Os Gemeos,Wheatpaste,"4,951",2007,20071102
M01312,Harlem,Os Gemeos,mosaic,999999,2011,20110114
M04683,SoHo,Futura,Acrylic,"4,814",2010,20100525
M04681,SoHo,,Acrylic,"7,555",2005,20050624
M04024,Williamsburg,Jane Q. Public,aerosol,"2,114",2007,20070227
M01734,Bushwick,shepard fairey,Acrylic,"1,741",2016,20160624
M03684,Chelsea,Shepard Fairey,spray paint,"3,946",2009,20090114
M00148,chelsea ,banksy,Wheatpaste,"5,155",2015,20150103
M03533,LIC,KAWS,spraypaint,294,2010,20100509
M03013,Harlem,Faith47,wheatpaste,"7,467",2008,20081107
M00639,chelsea ,jane q. public,Aerosol,"3,095",2021,20211104
M04436,astoria,Lady Pink,Acrylic,"6,333",2011,20110424
M00989,LIC,futura,spray paint,"4,842",2008,20080901
M00346,harlem,Lady Pink,Acrylic,748,2019,20190116
M02571,Lower East Side,Banksy,Spray Paint,231,2019,20191115
M04582,Bushwick,jane q. public,spraypaint,"1,002",2020,20200122
M03896,the bronx,COST,Acrylic,764,2009,20090412
M01527,Astoria,banksy,Mosaic,"7,842",2017,20170123
M01581,LIC,os gemeos,spray paint,"4,975",2005,20051201
M03960,LIC,Futura,mosaic,"2,375",2016,20160518
M02042,LES,lady pink,spraypaint,"6,030",2007,20071027
M04265,bushwick,KAWS,spray paint,"4,191",,20080104
M01866,williamsburg,Lady Pink,Acrylic,"7,609",,20151013
M04801,SoHo, BANKSY ,spraypaint,"6,685",2009,20090324
M03008,Bushwick,banksy,Mosaic,282,2011,20110918
M03672,astoria,banksy,Acrylic,"4,909",2014,20141013
M01010,Long Island City,Banksy,wheatpaste,260,2010,20100617
M02555,LIC,faith47,Wheatpaste,"2,162",2023,20231017
M02867,Astoria,Faith47,wheatpaste,352,2009,20090615
M03443,Lower East Side,Banksy,Aerosol,"2,023",2016,20160621
M04332,Williamsburg,lady pink,Mosaic,552,2008,20080618
M04581,chelsea ,KAWS,aerosol,"1,575",2008,20080327
M02461,LIC,Lady Pink,spray paint,"3,960",2006,20061216
M00771,Long Island City,COST,aerosol,"1,075",2023,20231221
M02149,Harlem,shepard fairey,aerosol,737,2020,20200619
M02900,harlem,lady pink,mosaic,"4,061",2007,20071007
M04112,Williamsburg,Jane Q. Public,mosaic,"5,172",2008,20080912
M00430,Williamsburg,jane q. public,wheatpaste,"2,667",2005,20050620
M01084,bushwick,os gemeos,Wheatpaste,"7,009",2017,20170301
M01550,Chelsea,futura,Aerosol,"3,606",2018,20180423
M04811,williamsburg,os gemeos,spraypaint,"5,167",2015,20151005
M01441,chelsea ,os gemeos,Wheatpaste,"7,181",2011,20110201
M01264,the bronx,KAWS,wheatpaste,"4,837",2019,20190902
M02576,BUSHWICK,shepard fairey,spray paint,"1,404",2009,20090323
M04591,Lower East Side,Banksy,Wheatpaste,"5,509",2014,20140111
M03733,LIC,os gemeos,Wheatpaste,"6,613",2017,20170322
M02614,the bronx,shepard fairey,mosaic,"6,251",2017,20170512
M01472,LIC,Banksy,Wheatpaste,"6,755",2010,20100322
M03435,Astoria,COST,spraypaint,"5,848",2021,20211016
M00732,soho,,Mosaic,"7,162",2023,20230309
M01879,astoria,KAWS,aerosol,"5,082",2010,20100310
M04061,bushwick,cost,wheatpaste,"5,146",2007,20071204
M00021,chelsea ,lady pink,spray paint,"3,767",2022,20220410
M01413,lower east side,COST,aerosol,"1,671",2015,20150103
M02038,LIC,cost,wheatpaste,"3,149",2023,20231221
M00793,Harlem,banksy,spraypaint,"2,849",2020,20201205
M01830,the bronx,Banksy,Aerosol,"3,572",2020,20201123
M00806,Bronx,lady pink,spraypaint,"6,531",2008,20081203
M03908,Chelsea,os gemeos,Wheatpaste,"2,029",2006,20060615
M04148,BUSHWICK,Faith47,acrylic,"2,833",2015,20150713
M03306,astoria,futura,aerosol,632,2022,20220920
M04580,LES,Lady Pink,acrylic,"6,866",2012,20121215
M04109,astoria,banksy,acrylic,"5,462",2019,20190820
M00056,soho,Banksy,Spray Paint,"3,369",2012,20120815
M02761,Williamsburg,Faith47,spray paint,"7,069",2019,20190905
M03531,bushwick,KAWS,acrylic,"4,365",2009,20091117
M00055,Bushwick,futura,Acrylic,"2,702",2011,20110520
M02504,soho,Banksy,Spray Paint,"3,260",2011,20111015
M04813,Chelsea, BANKSY ,Aerosol,"2,234",2017,20170917
M02408,harlem,lady pink,spraypaint,"5,452",2018,20180310
M04857,harlem,Jane Q. Public,mosaic,"2,420",2099,20181209
M00113,chelsea ,Shepard Fairey,acrylic,"1,656",2009,20090325
M03963,bushwick,kaws,Aerosol,"3,503",2019,20190126
M04167,Chelsea,jane q. public,mosaic,"5,085",2008,20080921
M00145,chelsea ,KAWS,Wheatpaste,"2,637",2019,20190327
M00866,Bushwick,Futura,wheatpaste,"2,288",2008,20081013
M00318,Lower East Side,kaws,aerosol,"2,183",2005,20051219
M02383,Chelsea,,Mosaic,"1,559",2020,20200928
M02101,SoHo,Banksy,Acrylic,"7,886",,20200523
M00853,bushwick,futura,Wheatpaste,"1,856",2022,20220725
M01388,the bronx,Jane Q. Public,aerosol,"1,385",2099,20180208
M01420,Lower East Side,,Mosaic,"7,140",,20141004
M03338,chelsea ,lady pink,Acrylic,"2,340",2020,20200722
M03957,Bushwick, BANKSY ,wheatpaste,"7,116",2021,20211012
M00223,astoria,Shepard Fairey,Mosaic,"1,158",2017,20170814
M03648,Long Island City,Futura,acrylic,"4,343",2020,20201228
M00302,Astoria,lady pink,mosaic,"7,146",2021,20210305
M02562,Lower East Side,Jane Q. Public,wheatpaste,"1,583",2009,20090210
M03224,harlem,Jane Q. Public,acrylic,"4,304",2008,20080211
M02227,bushwick,Futura,spraypaint,999999,2012,20120626
M02060,Williamsburg,faith47,aerosol,"4,637",2018,20181018
M03176,Long Island City,COST,Mosaic,"1,579",2013,20130905
M03214,LIC,Faith47,spray paint,"6,850",2021,20210207
M00893,soho,Faith47,wheatpaste,"7,682",2017,20170209
M03403,Long Island City,cost,Aerosol,"5,169",2017,20171102
M03132, Bushwick ,kaws,spray paint,999999,,20070212
M04622,BUSHWICK,Banksy,spraypaint,"5,463",2012,20121011
M04245,Long Island City,kaws,Aerosol,"2,377",2023,20230522
M03019,bushwick,kaws,spraypaint,"4,209",2016,20160723
M03219,Lower East Side,shepard fairey,acrylic,"4,616",2009,20090105
M03642,LIC,Banksy,Mosaic,"7,569",2006,20060117
M04491,Harlem,futura,acrylic,"5,538",2016,20160523
M03785,Long Island City,shepard fairey,spraypaint,75,2017,20170216
M00380,Lower East Side, BANKSY ,Mosaic,"7,867",2022,20220410
M03759,soho,futura,aerosol,"5,459",2012,20120217
M01907,williamsburg,cost,Spray Paint,656,2005,20050224
M02361,LIC,futura,Wheatpaste,"7,641",2018,20180925
M00695,astoria,lady pink,acrylic,"3,819",2007,20071214
M02056,Long Island City,COST,spraypaint,"5,160",2012,20121121
M02432,the bronx,Faith47,aerosol,"7,142",2020,20201228
M00290,Harlem,Banksy,spraypaint,"1,342",2021,20210919
M04104,Long Island City,futura,Acrylic,"4,370",2014,20141216
M01133,chelsea ,futura,Mosaic,"3,085",2017,20170420
M00818,williamsburg,Jane Q. Public,spraypaint,287,2009,20091027
M04837,LIC,os gemeos,spraypaint,420,2009,20090401
M04603,the bronx,Faith47,acrylic,"4,659",2005,20050119
M04652,Bronx,futura,Spray Paint,"7,547",2012,20120615
M02335,Harlem,,mosaic,"5,912",2005,20050405
M00688,Harlem,Futura,Mosaic,"3,324",2023,20230415
M01469,soho,lady pink,acrylic,"4,979",2014,20140205
M01666,harlem,futura,aerosol,936,,20100724
M01501,williamsburg,Lady Pink,Spray Paint,"5,022",2006,20060706
M00111,lower east side,shepard fairey,Spray Paint,"7,574",2018,20181013
M01520, Bushwick ,Os Gemeos,spraypaint,"5,354",2019,20191026
M03331,the bronx,cost,aerosol,"1,569",2014,20140108
M04269,Harlem,lady pink,Mosaic,428,2008,20080906
M02886,lower east side,Faith47,spray paint,"2,395",2005,20050524
M03586,Bushwick,Os Gemeos,aerosol,"5,404",2005,20050512
M02807,Harlem,Jane Q. Public,aerosol,"1,196",2021,20211119
M03359,Williamsburg,banksy,Wheatpaste,"7,662",2014,20140801
M01656,harlem,COST,mosaic,"6,456",2005,20050820
M02286,Lower East Side,lady pink,Mosaic,"7,466",2020,20200802
M03547,BUSHWICK,futura,wheatpaste,"4,032",2012,20120919
M03334,soho,os gemeos,mosaic,"5,630",2021,20211102
M03040,LES,Shepard Fairey,mosaic,"5,517",2016,20160617
M00022,BUSHWICK, BANKSY ,spraypaint,450,2021,20210117
M01253,Williamsburg,COST,spraypaint,"2,244",2010,20100925
M00162,Bronx,futura,wheatpaste,"3,126",2010,20100912
M02840,Williamsburg,Faith47,Spray Paint,"1,422",2018,20180113
M01012,BUSHWICK,Os Gemeos,acrylic,325,2018,20180927
M04872,astoria,shepard fairey,Acrylic,"5,241",2017,20170925
M00679,chelsea ,faith47,wheatpaste,"6,472",2011,20110820
M00675,Long Island City,Os Gemeos,spray paint,869,2005,20050404
M01048,Bronx,kaws,wheatpaste,561,2009,20090408
M00643,williamsburg,Shepard Fairey,Mosaic,"4,291",2013,20130823
M02016,harlem,jane q. public,spray paint,"1,874",2021,20211110
M01021,the bronx,Faith47,wheatpaste,"7,272",2018,20181009
M00609,harlem,futura,spraypaint,"2,687",2007,20070213
M00873,LIC,KAWS,aerosol,"6,027",2007,20070212
M02916,bushwick,banksy,Mosaic,"7,562",2015,20151102
M02681,Williamsburg,lady pink,spray paint,"3,905",2017,20170904
M01250,SoHo,KAWS,spray paint,"3,026",2012,20120220
M01769,lower east side,Jane Q. Public,Acrylic,"2,658",2022,20220326
M01684,Bushwick,Banksy,spraypaint,948,2005,20050714
M03764,SoHo,shepard fairey,spray paint,"3,037",2008,20080117
M01085,astoria,jane q. public,aerosol,135,2020,20201013
M00580,SoHo,lady pink,Mosaic,"2,499",2018,20180221
M00974,bushwick,faith47,spraypaint,"6,918",2012,20120710
M04347,LES,Jane Q. Public,mosaic,"7,711",2009,20090717
M03743,Chelsea,Os Gemeos,spray paint,"1,579",2011,20110720
M03290,Williamsburg,jane q. public,Mosaic,"5,672",2021,20211214
M01368,bushwick,Banksy,wheatpaste,"5,074",2006,20061223
M03944,Williamsburg,Futura,spray paint,"2,742",2009,20090310
M02955,harlem,os gemeos,Wheatpaste,"4,719",2006,20060322
M02278,Bronx,Os Gemeos,Mosaic,"6,002",2015,20150701
M01249,the bronx,shepard fairey,wheatpaste,"7,507",2020,20201021
M00366,Williamsburg,Shepard Fairey,Wheatpaste,"7,425",,20060203
M04121,williamsburg,jane q. public,acrylic,"1,510",2006,20061102
M04248,lower east side,cost,Aerosol,,2015,20150918
M03951,Harlem,Lady Pink,Aerosol,"4,727",2019,20191224
M03017,Long Island City,futura,mosaic,469,2010,20100214
M00531,soho,cost,spraypaint,"5,555",2007,20070203
M02443,Long Island City,Os Gemeos,Mosaic,"2,645",2006,20061108
M01952, Bushwick ,banksy,wheatpaste,"2,218",2022,20220419
M04816,astoria,Faith47,Aerosol,"5,715",2010,20101112
M00233,soho,os gemeos,Wheatpaste,173,2099,20180707
M01924,Williamsburg,,acrylic,-50,2021,20210321
M02111,soho,os gemeos,spray paint,"3,665",2020,20200327
M00463,Bushwick,os gemeos,Aerosol,"4,429",2023,20230603
M03730,the bronx,banksy,Spray Paint,"4,225",2014,20141106
M01394,Bronx,jane q. public,spray paint,"4,492",2015,20151025
M03639,LES,COST,Acrylic,580,2013,20130314
M03659,chelsea ,futura,Spray Paint,"3,694",2008,20080521
M02850,astoria,Os Gemeos,Mosaic,554,2011,20110817
M00007,lower east side,banksy,mosaic,"5,282",2012,20120108
M03297,Chelsea,KAWS,Wheatpaste,"2,767",2010,20100828
M00781,Astoria,,mosaic,"1,532",2013,20130806
M04118,chelsea ,banksy,Acrylic,887,2005,20051106
M04120,SoHo,Futura,Spray Paint,"6,533",2023,20230712
M03540,Williamsburg,Os Gemeos,Acrylic,"5,727",2014,20140403
M00388,the bronx,os gemeos,Wheatpaste,"6,593",2009,20090716
M01157,Lower East Side,lady pink,Wheatpaste,"3,070",2009,20090304
M02580,Long Island City, BANKSY ,spraypaint,"2,273",2020,20200114
M03412,Bronx,kaws,Aerosol,"6,350",2023,20231221
M03775,harlem,shepard fairey,spraypaint,"2,283",2016,20160719
M02367,astoria,kaws,Mosaic,"1,318",2016,20161118
M01568,bushwick,banksy,wheatpaste,"1,264",2012,20120201
M03083,Chelsea,Lady Pink,Acrylic,"6,010",2007,20070913
M02055,harlem,kaws,mosaic,"2,200",2018,20181202
M04224,Lower East Side,jane q. public,spraypaint,"1,571",2018,20180818
M01203,soho, BANKSY ,Aerosol,"4,114",2019,20191002
M01571,soho,kaws,Mosaic,"4,488",2023,20231024
M02273,Astoria,Jane Q. Public,wheatpaste,"3,097",2020,20200419
M01797,Bronx,shepard fairey,wheatpaste,-50,2018,20180910
M03299,Harlem, BANKSY ,spraypaint,"3,099",2017,20170510
M01753,Long Island City,,Spray Paint,"6,491",2006,20060328
M01741,harlem,cost,Aerosol,"4,830",2010,20100204
M03274,the bronx,Os Gemeos,Wheatpaste,"2,316",2006,20060326
M00654,Harlem,Os Gemeos,spray paint,"2,481",2015,20150513
M00340,SoHo,Os Gemeos,Mosaic,"5,301",2012,20120613
M00979,williamsburg,faith47,spraypaint,"5,651",,20160807
M01030,astoria,cost,acrylic,"5,226",2015,20150428
M04343,soho,Shepard Fairey,acrylic,999999,2014,20140824
M03616,bushwick,Jane Q. Public,spraypaint,"1,342",2006,20060814
M00348,Astoria,COST,aerosol,"4,731",2022,20220424
M00134,LIC,futura,spray paint,"7,296",2014,20140916
M04283,bushwick,faith47,aerosol,"7,100",2018,20180325
M01381,bushwick,faith47,spray paint,491,2017,20171107
M02445,williamsburg,Lady Pink,mosaic,"4,852",2015,20151119
M04534,SoHo,Jane Q. Public,spraypaint,"7,625",2018,20180422
M03832,Williamsburg,futura,Aerosol,999999,2008,20080508
M04303,astoria,jane q. public,Mosaic,"5,694",2009,20090914
M01272,Williamsburg,cost,Mosaic,"3,981",2007,20070114
M02500,harlem,faith47,Wheatpaste,"7,562",2022,20220728
M01740,LIC,Futura,Spray Paint,"6,194",2018,20180515
M01403,chelsea ,os gemeos,wheatpaste,"5,183",2019,20190718
M02853,SoHo,jane q. public,Aerosol,"2,002",2015,20150916
M00309,SoHo,Os Gemeos,Acrylic,432,2005,20050813
M04060,chelsea ,COST,Aerosol,"2,970",2011,20110204
M00421,Long Island City,,Aerosol,"4,547",2013,20130701
M00084,harlem,Shepard Fairey,Aerosol,"6,839",2013,20131202
M03699,soho,Faith47,Spray Paint,"1,661",2019,20190427
M04387,Long Island City,lady pink,Wheatpaste,830,2019,20191019
M02823,Harlem,cost,Mosaic,"1,733",2006,20061022
M02482,Bronx,os gemeos,Aerosol,"6,713",2009,20090722
M00730,chelsea ,cost,Mosaic,"4,972",2010,20101123
M00997,Astoria,kaws,mosaic,"6,086",2006,20060505
M01919,Lower East Side,Futura,aerosol,"7,483",2009,20091218
M01261,Long Island City,Jane Q. Public,Spray Paint,869,2006,20061128
M04384,bushwick,os gemeos,Aerosol,202,2020,20200208
M00705,LIC,Lady Pink,Aerosol,"1,542",2008,20080428
M03635,harlem,Faith47,aerosol,"1,136",2020,20201125
M03090,bushwick,Shepard Fairey,spraypaint,691,2006,20061014
M01831,Bushwick,Banksy,mosaic,"5,605",2006,20060409
M00043,Lower East Side,futura,mosaic,"6,410",2012,20120508
M02849,astoria,KAWS,Wheatpaste,"4,134",2010,20100418
M01244, Bushwick ,lady pink,aerosol,65,2014,20140715
M03526,astoria,COST,acrylic,"6,471",2020,20200502
M01372,Harlem,lady pink,spraypaint,"4,671",2005,20051020
M04628,SoHo,COST,spraypaint,-50,2011,20110123
