m_id,insp_dt,cond,rtg,graf,fade
M00662,2022-04-21,Excellent,2,Yes,98
M01852,2024-10-06,fair,2,Yes,2
M03896,2023-12-18,Fair,5,Yes,0
M01269,2019-07-27,fair,1,y,11
M09028,2024-02-21,Good,4,y,21
M03756,2021-05-22,good,5,YES,47
M00927,2021-01-06,Fair,5,n,4
M03609,2023-05-13,Excellent,1,YES,10
M00306,2021-11-11,good,2,No,46
M01608,2024-03-03,Poor ,1,NO,66
M00781,2020-11-20,poor,4,no,34
M04163,2019-11-14,Good,3,Yes,18
M00065,2024-12-07,Poor ,3,NO,98
M04331,2020-06-18,good,5,NO,98
M03689,2023-11-19,poor,4,YES,81
M02975,2019-04-26,Excellent,4,y,22
M03484,2021-12-21,Excellent,4,YES,90
M01460,2019-01-20,Fair,4,YES,57
M03981,2023-06-16,poor,5,y,28
M00430,2019-07-25,Poor ,2,No,72
M03813,2020-09-21,Fair,3,No,18
M03500,2020-08-04,GOOD,2,No,4
M03743,2023-03-20,GOOD,2,Yes,46
M03808,2023-02-28,Poor ,1,No,88
M03442,2020-10-25,Excellent,,y,90
M04044,2019-01-25,Excellent,3,yes,100
M04544,2019-06-26,Fair,5,Yes,32
M00938,2024-03-06, excellent,3,NO,78
M03002,2023-07-01,Good,1,Yes,56
M00481,2019-07-27,good,3,y,34
M00478,2023-09-13,Excellent,1,No,35
M04792,2021-04-04,good,4,no,16
M00140,2021-11-04,Good,5,n,81
M04818,2020-01-12,Fair,5,n,27
M09385,2019-01-12,fair,3,yes,49
M03990,2020-07-24,Poor ,3,YES,20
M01144,2024-02-10,Excellent,3,Yes,11
M02961,2022-02-02,poor,4,NO,18
M00075,2020-12-11,,2,yes,90
M01071,2022-09-03,fair,1,yes,32
M01388,2023-07-08,Good,5,no,80
M03433,2023-08-25,fair,4,no,0
M01838,2022-10-06, excellent,1,YES,29
M03144,2023-01-04,Excellent,5,y,43
M02406,2023-12-10,poor,,NO,89
M00555,2023-04-09,Fair,1,y,85
M03035,2022-11-27,fair,1,YES,42
M02686,2019-04-13,Fair,5,no,49
M00293,2023-09-23,good,4,y,26
M00294,2020-02-23,Fair,5,no,34
M00031,2024-01-08,GOOD,3,no,63
M03881,2022-05-01,good,4,y,47
M00363,2023-08-06,poor,3,YES,68
M03113,2024-07-28,Excellent,4,y,8
M03707,2022-08-05,good,5,YES,69
M04500,2024-10-13,good,5,No,99
M01875,2020-01-20,Poor ,4,n,28
M03872,2022-11-25, excellent,4,no,24
M02223,2024-06-19,Fair,4,no,96
M02691,2024-02-07,poor,3,NO,34
M00477,2019-03-01,poor,1,No,23
M01469,2024-08-04, excellent,2,n,77
M01398,2024-01-07,good,1,YES,49
M02716,2022-11-27,Good,3,no,96
M04506,2024-07-16,good,3,n,
M04205,2023-12-17,poor,2,y,79
M00406,2020-07-10,poor,99,Yes,79
M03149,2019-10-24,Poor ,3,y,91
M00845,2024-05-23,Fair,4,y,45
M03706,2020-03-18,poor,1,YES,58
M01399,2019-07-19,Good,5,NO,72
M01669,2023-02-20,Good,3,YES,45
M01651,2019-10-22, excellent,4,Yes,50
M03229,2021-03-20,GOOD,2,no,88
M02655,2021-04-09,good,1,YES,67
M03521,2019-01-14,Excellent,5,no,59
M01548,2023-01-08,poor,4,y,23
M00402,2020-08-23,GOOD,5,NO,4
M01007,2022-11-02,Good,2,Yes,97
M00268,2019-04-17,Excellent,5,n,52
M04814,2019-01-13,Good,5,n,150
M00458,2022-07-25, excellent,4,Yes,80
M03004,2024-07-24, excellent,1,yes,13
M03282,2024-04-19,,1,Yes,58
M02060,2020-11-27,GOOD,1,n,31
M02653,2019-03-14,good,1,YES,60
M04353,2019-05-09,GOOD,5,Yes,1
M01326,2021-12-28, excellent,2,no,15
M01652,2024-12-27,good,2,no,68
M03615,2019-01-02,fair,2,No,14
M03140,2020-02-19, excellent,2,y,65
M03490,2021-04-01,GOOD,1,y,
M03162,2021-05-05,Poor ,2,YES,68
M01188,2020-07-09, excellent,4,Yes,57
M04882,2020-02-28,Good,4,Yes,80
M00695,2019-12-02,GOOD,3,NO,
M03539,2021-06-06, excellent,4,y,87
M02807,2022-05-03,GOOD,3,NO,67
M00415,2022-04-07,GOOD,4,YES,41
M02096,2019-08-20,Fair,2,No,63
M02820,2022-07-12,good,3,No,35
M03767,2020-12-02,Poor ,4,Yes,88
M00742,2023-08-27,fair,3,Yes,90
M03291,2020-01-22,,5,Yes,96
M04425,2022-05-28,poor,3,no,36
M01031,2019-12-14, excellent,5,no,9
M01099,2020-05-08,GOOD,3,NO,1
M00803,2019-05-20,Poor ,1,YES,32
M02284,2023-11-04,fair,5,NO,13
M01427,2022-05-27,good,3,NO,17
M02411,2019-02-12,Good,5,No,41
M00341,2019-12-09,Fair,5,y,44
M02024,2021-02-09, excellent,4,yes,84
M04569,2023-05-27,Poor ,3,Yes,27
M01790,2020-02-06,Fair,1,y,37
M03308,2023-10-15,GOOD,3,y,58
M01946,2023-12-28,GOOD,1,NO,63
M03386,2024-11-13,Good,1,no,64
M04153,2020-04-08,poor,3,YES,79
M03716,2023-08-12,Poor ,3,No,25
M02501,2022-02-03,fair,2,yes,33
M01256,2021-01-28,Poor ,4,NO,89
M03758,2019-06-26,Good,2,Yes,1
M02869,2022-07-13,Good,,y,35
M03898,2021-11-17,good,2,y,14
M03876,2024-09-07,Excellent,4,yes,7
M00349,2020-06-10,fair,4,n,47
M02270,2019-01-08,good,1,YES,3
M01570,2024-10-19,Poor ,1,YES,59
M00280,2022-08-10,Excellent,4,no,84
M00423,2023-10-05,,2,Yes,23
M09801,2019-09-08,GOOD,1,yes,56
M01267,2023-11-01,Fair,1,n,28
M03240,2020-02-23,,2,NO,14
M01884,2023-03-05,fair,3,yes,75
M01751,2023-05-23,fair,5,no,47
M04883,2022-04-25,poor,2,n,100
M00326,2022-03-18,Excellent,3,NO,83
M00581,2019-06-14,Poor ,1,No,18
M01475,2019-10-01,good,1,no,
M02340,2024-07-05, excellent,3,yes,34
M00831,2019-07-20,fair,4,n,0
M00271,2022-10-13,Fair,1,No,73
M03021,2022-04-19,Excellent,2,Yes,93
M02161,2019-02-09,good,1,YES,71
M03738,2022-12-03,Poor ,2,Yes,10
M04058,2023-10-25, excellent,4,Yes,56
M00786,2024-03-01,GOOD,3,Yes,66
M01019,2022-02-16,Excellent,2,No,26
M03911,2024-10-01,Fair,3,yes,62
M01622,2024-08-13,good,2,Yes,75
M02113,2022-07-08,Good,5,n,64
M03831,2021-01-13,poor,1,y,92
M04682,2024-11-21,,1,y,57
M01108,2022-05-04,good,99,no,84
M01420,2024-04-12, excellent,5,YES,68
M03358,2022-10-17,good,,Yes,33
M00598,2024-01-22,poor,5,no,89
M02052,2019-09-14,Poor ,99,y,46
M03492,2019-09-14, excellent,4,YES,73
M03908,2019-12-04, excellent,1,YES,72
M00401,2024-12-16,Fair,5,YES,52
M03862,2023-04-10,GOOD,4,YES,58
M01778,2024-11-12,Excellent,2,NO,59
M02415,2020-03-27,Poor ,1,No,95
M01083,2024-12-12,Poor ,3,No,0
M02783,2021-07-21,GOOD,5,No,56
M03612,2021-01-27,Fair,4,YES,55
M03633,2020-09-26,good,4,no,79
M01489,2023-03-10,Fair,5,y,35
M02351,2019-11-28, excellent,2,No,2
M04691,2022-04-11,good,,no,33
M01832,2020-06-19,Excellent,5,yes,150
M01959,2019-10-04,fair,3,no,27
M02550,2023-12-20,Fair,1,Yes,49
M02511,2020-10-05,,1,yes,11
M03549,2023-12-28,Good,1,No,83
M03840,2023-08-02,fair,4,YES,99
M04437,2023-06-09,fair,1,yes,30
M02900,2020-07-28, excellent,1,no,70
M00857,2023-07-23,poor,1,YES,37
M02609,2019-02-22,GOOD,5,No,15
M04588,2023-02-10,Poor ,4,no,5
M03590,2024-01-28, excellent,4,NO,23
M03741,2020-07-18,,1,YES,38
M02979,2024-01-04,fair,1,n,36
M04512,2020-06-09, excellent,2,no,67
M01362,2024-11-25,Poor ,4,NO,6
M00018,2020-11-15,fair,5,No,59
M04589,2020-05-06,Fair,2,y,54
M09951,2024-03-18,GOOD,2,y,34
M03402,2023-03-18,GOOD,1,no,
M02565,2022-02-12, excellent,1,y,77
M01549,2019-09-05,good,3,YES,50
M01968,2023-06-15,GOOD,2,yes,94
M01421,2020-05-06,good,2,NO,11
M01949,2022-04-17, excellent,5,no,51
M03178,2020-03-26,poor,3,no,67
M01596,2024-03-02, excellent,5,yes,38
M00885,2022-02-19,poor,,n,66
M01325,2022-08-04,Poor ,3,No,150
M00001,2021-05-03,poor,1,Yes,71
M03910,2024-12-21,Fair,3,y,76
M04702,2019-04-19, excellent,5,YES,
M00875,2022-11-22,fair,2,y,34
M02862,2022-12-22,Poor ,1,yes,-10
M01488,2022-08-02,GOOD,3,No,86
M02097,2021-12-20,Excellent,5,Yes,86
M02710,2023-08-09,Poor ,5,No,3
M04229,2023-02-07,GOOD,3,YES,69
M02661,2022-10-08,Poor ,3,n,86
M04063,2023-04-15,poor,4,y,69
M00820,2022-03-02,Excellent,1,no,6
M04514,2021-05-11,poor,1,y,12
M02229,2019-06-05,GOOD,2,no,30
M01600,2019-04-12,Poor ,3,n,43
M01857,2022-06-01,Good,4,y,24
M00957,2024-04-03,Fair,1,No,49
M03138,2023-01-25,Good,,n,13
M01821,2020-03-19,poor,1,no,6
M03620,2023-03-09,GOOD,2,n,50
M04752,2022-02-02,GOOD,5,no,62
M01034,2020-03-02,Poor ,5,yes,7
M02905,2019-11-03,Good,4,y,82
M01305,2023-02-03, excellent,1,NO,80
M00278,2022-03-17, excellent,3,YES,24
M03836,2024-10-27,fair,3,y,97
M04061,2020-02-23,Poor ,4,YES,3
M00890,2019-06-13,Good,1,No,28
M00609,2023-05-19,fair,1,YES,31
M04012,2021-09-05,Fair,1,NO,65
M01010,2024-03-12,Poor ,2,y,91
M02448,2023-12-17,poor,1,Yes,33
M00932,2022-10-13,fair,1,no,41
M01429,2022-08-14, excellent,3,n,22
M03325,2020-05-09, excellent,5,n,15
M00343,2022-12-19,Fair,2,No,100
M03594,2021-05-26,Poor ,4,YES,24
M01620,2023-02-22,Excellent,4,YES,54
M04432,2024-08-17,Poor ,2,n,61
M03765,2020-08-01,Excellent,4,YES,51
M02332,2023-03-21,Poor ,3,No,71
M04013,2022-03-17,Fair,1,y,59
M03084,2019-02-11,poor,1,no,80
M04613,2021-05-17,Fair,3,yes,88
M01910,2019-10-01,poor,5,YES,100
M01757,2020-09-05,good,4,YES,71
M01289,2019-10-25, excellent,5,yes,74
M04776,2019-01-22,Poor ,1,no,35
M03985,2019-10-07,good,4,no,54
M04576,2023-08-20,GOOD,5,Yes,
M01030,2019-07-18,fair,3,n,8
M01140,2019-12-02,Poor ,1,y,26
M01076,2022-06-19,,2,YES,23
M01189,2022-05-11,poor,5,YES,96
M03742,2019-10-13, excellent,5,NO,75
M01478,2024-12-25,Poor ,2,YES,70
M00936,2020-12-06,Poor ,3,No,72
M03865,2023-03-11,Excellent,2,NO,43
M02100,2021-10-06,Good,5,n,61
M01116,2019-04-05, excellent,2,y,55
M00893,2023-04-15,Poor ,4,y,28
M02293,2021-06-08,Fair,2,No,2
M02559,2022-01-17,,5,yes,55
M03139,2020-04-11,fair,3,n,32
M03893,2023-09-12,GOOD,2,y,90
M01179,2023-07-04,GOOD,1,No,7
M03805,2020-06-25, excellent,5,no,39
M02383,2020-07-17,Fair,5,n,55
M04226,2021-08-21,Good,4,No,53
M03035,2022-11-27,fair,1,YES,42
M04748,2023-03-05,good,,No,2
M02081,2022-04-12,GOOD,3,NO,3
M02008,2024-01-01,Poor ,1,Yes,89
M03799,2019-01-21,Excellent,1,no,42
M02380,2023-09-05,fair,4,NO,31
M03959,2024-11-05,Fair,5,yes,63
M00839,2023-08-12,,2,yes,83
M04706,2019-12-19,Good,3,y,
M02956,2022-11-16,Good,4,Yes,38
M02647,2022-12-06,good,4,no,4
M01794,2024-12-05,good,5,n,27
M01112,2023-08-02,poor,3,NO,88
M00100,2022-08-12,,2,NO,10
M02266,2022-04-12,Excellent,3,YES,
M03146,2019-06-16, excellent,3,no,32
M03749,2024-03-11,Fair,1,n,85
M03269,2022-09-01,good,3,y,24
M09804,2019-07-05,GOOD,5,No,29
M04143,2024-03-05,GOOD,5,Yes,83
M01338,2023-04-18,Excellent,1,NO,49
M03211,2021-06-08,Excellent,5,yes,34
M00113,2022-01-18,Fair,4,No,38
M03250,2023-06-05,Poor ,4,y,56
M04040,2020-03-27, excellent,1,y,150
M02868,2022-04-24,Poor ,4,Yes,100
M01637,2023-01-16,Excellent,2,y,34
M00891,2019-11-08,GOOD,2,no,54
M04592,2022-04-26,,1,n,97
M03414,2021-03-23,poor,5,y,5
M04554,2023-12-23,poor,3,YES,13
M01659,2021-09-07,Fair,3,NO,90
M00929,2020-05-04, excellent,2,Yes,0
M03912,2020-12-24,poor,,no,41
M01853,2024-08-11,GOOD,1,y,77
M04231,2023-02-16,Fair,2,YES,14
M04259,2023-08-23,fair,3,yes,57
M03041,2020-09-04,GOOD,2,n,39
M00848,2022-09-27,poor,5,y,
M04537,2021-11-05,poor,1,no,2
M00250,2019-11-25,Fair,1,YES,92
M01971,2021-11-28, excellent,,n,80
M03276,2023-05-13,poor,5,No,31
M03359,2024-03-06,GOOD,4,yes,77
M03760,2024-09-05,GOOD,4,n,31
M02199,2019-05-22,Poor ,1,no,71
M01759,2022-10-18,Excellent,0,n,69
M04311,2020-12-18,Fair,3,No,92
M01393,2023-03-14,Good,3,y,33
M04397,2022-09-27,Fair,2,Yes,82
M04105,2019-04-03,poor,5,yes,60
M01320,2022-07-28,Poor ,4,y,85
M01440,2020-06-17,Poor ,4,yes,32
M09769,2019-05-27,fair,5,yes,43
M01676,2019-05-14,fair,5,n,81
M04107,2024-12-17,GOOD,5,yes,99
M04742,2022-09-19,Excellent,5,y,20
M00090,2023-09-28,Excellent,2,no,77
M02449,2024-05-15,Poor ,1,YES,74
M01939,2021-08-04,fair,2,no,
M02297,2023-07-03,Good,,n,2
M04606,2024-01-28,Fair,5,y,71
M00175,2024-08-16,Poor ,1,y,33
M02339,2020-01-03, excellent,2,YES,29
M04530,2021-03-06,good,,n,
M00718,2022-05-18,Poor ,4,No,52
M01317,2023-03-15,good,4,YES,43
M04443,2021-11-14,Fair,1,n,95
M01187,2022-08-02,poor,4,Yes,79
M02473,2021-10-20,Good,3,No,98
M02287,2022-11-15,Excellent,4,No,23
M00161,2021-05-25,fair,2,NO,57
M02023,2021-05-24,GOOD,3,YES,48
M04115,2019-02-15,Poor ,3,y,97
M04140,2024-07-08,Poor ,1,YES,38
M01347,2021-02-21,Good,1,Yes,72
M03125,2024-09-18,Poor ,2,yes,
M03383,2024-04-14,Excellent,5,NO,55
M04811,2020-02-22,Fair,5,Yes,53
M02680,2023-08-05,GOOD,4,No,56
M00132,2024-03-19,Fair,2,n,16
M00902,2019-12-22,Poor ,4,y,32
M02933,2023-06-21,good,3,y,83
M00791,2022-02-03,poor,2,n,66
M04627,2020-10-09, excellent,5,YES,58
M02831,2023-12-07, excellent,2,no,71
M02640,2024-01-23,Poor ,3,No,100
M04642,2024-09-26,poor,1,no,21
M04671,2024-03-05,GOOD,1,n,48
M04854,2020-04-02,Excellent,1,n,18
M01650,2019-05-12, excellent,4,YES,7
M04484,2019-08-22,Excellent,4,n,12
M00400,2021-02-04,Poor ,5,No,12
M02150,2024-07-26,good,2,no,39
M01660,2024-01-17,good,4,No,34
M02273,2024-02-21,good,2,No,27
M03483,2020-02-22,Fair,4,yes,
M04151,2020-06-17, excellent,1,Yes,1
M02545,2023-01-08,Good,4,y,66
M01079,2023-09-28,Good,4,no,100
M01951,2020-05-18,GOOD,,y,69
M00666,2020-12-21, excellent,5,Yes,75
M01294,2020-02-08, excellent,1,no,7
M00532,2019-05-27,Fair,4,Yes,15
M00628,2019-05-25,Good,1,no,
M01232,2024-03-02,,5,YES,55
M03357,2022-01-24,Excellent,5,No,63
M01497,2023-05-18,fair,1,no,53
M04100,2022-11-24,fair,3,no,26
M03458,2023-12-08,Excellent,2,No,1
M02083,2021-02-12,Good,4,y,
M00021,2021-06-09,good,3,NO,85
M00394,2021-04-04,Good,3,No,14
M00166,2021-12-26, excellent,1,YES,28
M09487,2024-04-14,Poor ,2,NO,28
M01066,2021-07-05,good,5,no,100
M00972,2024-05-08,Excellent,5,No,32
M09643,2022-04-15,Excellent,3,n,50
M00850,2024-10-14,Good,2,NO,80
M01342,2020-11-24,Good,2,y,96
M02625,2020-03-17,good,1,n,
M04897,2024-03-28, excellent,5,y,30
M01426,2019-08-09, excellent,1,No,74
M02590,2019-07-22,Poor ,4,y,57
M03919,2020-09-14,Excellent,5,n,38
M03657,2020-03-02,Poor ,3,n,22
M01692,2022-02-22,GOOD,5,no,26
M02762,2024-10-13,fair,5,No,88
M04349,2023-04-18,good,4,yes,12
M02983,2022-06-20,good,5,yes,7
M03889,2021-01-07,Good,4,n,92
M04008,2021-06-22,GOOD,5,No,25
M01999,2024-11-16,good,5,no,91
M03082,2022-09-14,Excellent,1,Yes,83
M03982,2022-10-22, excellent,4,No,17
M02059,2023-03-03,GOOD,3,no,32
M03001,2019-01-16,poor,4,Yes,54
M01168,2021-08-27,poor,5,No,26
M01341,2022-08-12,fair,4,No,52
M02430,2020-03-13,Good,4,y,68
M04653,2022-03-20,fair,1,n,4
M02116,2024-03-12,poor,1,y,22
M02779,2022-12-03,Excellent,4,YES,73
M01413,2021-07-05,GOOD,5,no,39
M04088,2024-08-03,Poor ,2,Yes,48
M01522,2021-06-20,Excellent,5,Yes,15
M01806,2019-11-23,good,2,YES,83
M00129,2022-02-20,Poor ,5,no,92
M09743,2022-03-22,poor,4,no,49
M03316,2024-08-23,GOOD,2,yes,56
M00780,2023-04-06,GOOD,1,yes,53
M00575,2020-03-10,poor,4,NO,46
M02190,2022-05-10,poor,4,yes,48
M03494,2020-03-27,Excellent,1,y,38
M04000,2024-11-17,poor,3,no,10
M02674,2022-01-04,Good,5,NO,56
M03510,2019-03-17,GOOD,5,Yes,13
M04687,2020-01-08,Poor ,3,yes,99
M00359,2023-10-04,good,4,YES,48
M00692,2020-09-09,GOOD,5,Yes,6
M02244,2022-04-09,,3,n,88
M00304,2022-12-05,Fair,1,yes,1
M09438,2019-06-07,fair,1,No,63
M00947,2021-03-15,fair,3,n,80
M02115,2021-07-14, excellent,3,No,17
M01280,2023-08-25, excellent,1,NO,48
M01887,2019-06-02,fair,1,No,48
M01441,2024-05-07,poor,,no,72
M01527,2019-10-26,GOOD,4,Yes,70
M01770,2023-02-01,good,3,YES,69
M03308,2023-10-15,GOOD,3,y,58
M00130,2021-08-13,good,4,yes,
M00551,2020-01-18, excellent,2,y,6
M00648,2022-08-19,Poor ,3,NO,96
M01787,2023-11-14,fair,3,n,81
M02232,2022-07-22,fair,1,No,86
M02539,2021-09-01,Poor ,5,YES,30
M00530,2022-12-11,Poor ,1,n,61
M01456,2022-04-24,Good,5,No,67
M02708,2019-02-18,Fair,3,yes,45
M02883,2022-07-16,Good,,no,6
M01877,2021-01-03,fair,4,n,71
M02666,2023-09-09,,2,yes,41
M03305,2020-08-02, excellent,4,Yes,55
M02773,2021-07-25,Fair,3,n,88
M01635,2019-01-03,Excellent,,y,23
M00236,2024-05-08,Good,1,Yes,35
M02555,2019-04-03,GOOD,4,no,42
M00977,2023-10-06,fair,3,YES,59
M03924,2020-03-17, excellent,5,no,8
M04408,2022-09-20,Fair,4,no,62
M02450,2022-06-21,Excellent,5,no,44
M02877,2019-07-23,Excellent,2,YES,91
M01468,2023-08-06,Fair,,no,97
M02611,2023-12-03,good,4,n,93
M04068,2021-06-13,Poor ,2,Yes,81
M04810,2023-12-16,Fair,2,yes,14
M04470,2023-02-24,GOOD,2,y,48
M04200,2020-06-21, excellent,2,NO,14
M02751,2021-05-05,GOOD,2,n,87
M01600,2019-04-12,Poor ,3,n,43
M04893,2023-07-01,Fair,4,Yes,62
M03639,2020-02-15, excellent,1,yes,
M03181,2021-01-11,Good,4,Yes,8
M03350,2024-11-02,good,3,No,91
M00768,2020-03-08,poor,5,y,19
M01974,2020-12-14, excellent,3,YES,40
M00488,2024-02-05,GOOD,5,no,95
M01126,2021-07-05,,4,No,65
M03755,2020-06-11,good,5,No,76
M09680,2019-12-16,good,5,n,18
M01436,2024-09-13,Good,3,No,43
M01697,2024-06-28,Good,5,No,76
M00453,2020-11-10,Fair,2,y,38
M01630,2022-02-14,Excellent,1,n,83
M02149,2024-09-22,Good,4,y,5
M04775,2023-04-16,Fair,4,n,40
M02423,2021-12-24,Good,1,Yes,60
M04285,2021-06-19,Poor ,3,yes,24
M04641,2019-02-01,fair,4,NO,67
M02774,2024-04-08,good,2,y,59
M03569,2024-08-25,poor,3,YES,16
M00758,2019-12-28,fair,2,yes,-10
M04069,2022-05-21,good,1,Yes,49
M03466,2022-05-02,good,,yes,27
M02633,2024-10-02,Good,1,NO,-10
M02433,2024-10-27,GOOD,4,y,86
M04045,2020-09-04,Excellent,4,no,27
M03170,2020-11-08,GOOD,2,n,3
M03847,2024-10-12,Fair,1,YES,78
M03094,2019-05-06,GOOD,4,No,55
M01792,2019-08-10,good,4,YES,3
M00814,2023-07-15,good,4,no,5
M01366,2021-03-14,GOOD,3,yes,95
M01890,2019-03-28,good,4,no,90
M02573,2019-06-04,,4,Yes,67
M04519,2022-03-12,good,5,No,100
M01255,2021-11-13,,1,n,-10
M01921,2019-06-19,fair,5,y,50
M01387,2024-09-15,Poor ,1,Yes,89
M01395,2020-05-09,fair,2,no,76
M04120,2019-06-27,Poor ,3,YES,10
M03042,2020-04-21,Good,4,YES,
M01523,2024-02-12,Poor ,4,Yes,58
M04382,2020-03-24,good,4,YES,18
M01455,2023-02-17,good,4,no,66
M00318,2019-12-02,GOOD,2,y,34
M03207,2020-11-05,Good,0,yes,72
M03418,2023-10-20, excellent,1,YES,
M00122,2020-10-03,,4,no,49
M03856,2023-05-27, excellent,3,YES,48
M00583,2021-11-24, excellent,3,Yes,16
M04345,2022-07-05,Excellent,5,No,90
M02114,2023-09-09,Poor ,5,n,76
M02230,2022-06-13,Excellent,4,No,51
M04109,2022-11-19,fair,1,YES,55
M03370,2024-12-01,,2,y,39
M04433,2021-12-13,Excellent,2,NO,5
M03455,2022-06-08,good,,NO,4
M04213,2020-09-10,Good,5,y,79
M00978,2020-12-18,fair,2,yes,77
M04155,2023-08-07,GOOD,1,Yes,27
M03320,2020-03-27,,99,YES,72
M00672,2020-01-28,GOOD,4,No,23
M01500,2024-02-03,Excellent,3,Yes,75
M02124,2020-08-28,GOOD,3,YES,
M04043,2019-09-04,Fair,1,YES,14
M01888,2019-06-22,fair,3,no,93
M02533,2024-11-22,Fair,3,YES,13
M00979,2022-04-14,,2,n,9
M03788,2019-11-21,poor,1,Yes,8
M03288,2021-03-24,Fair,2,n,68
M04184,2022-10-05,Poor ,5,no,52
M01161,2019-10-18, excellent,2,Yes,85
M00380,2019-02-24, excellent,1,Yes,19
M04445,2023-04-22,Excellent,3,no,50
M01677,2019-01-10,GOOD,1,No,76
M02014,2023-11-02,good,3,yes,44
M00906,2019-05-21,fair,4,yes,7
M01980,2019-08-07,Excellent,3,yes,84
M01914,2024-02-01,Good,3,yes,71
M01227,2020-02-05,fair,2,Yes,4
M00474,2021-05-03,fair,4,Yes,69
M03988,2022-09-14,good,4,YES,39
M00826,2023-03-09,GOOD,1,yes,17
M03966,2020-12-24,Excellent,1,YES,22
M00054,2022-10-28,fair,4,y,31
M01390,2020-01-11,poor,5,Yes,11
M03204,2021-12-18,Poor ,3,YES,17
M00513,2023-02-10,fair,3,n,25
M01220,2022-09-08,Good,4,y,88
M02267,2019-07-03,GOOD,3,yes,40
M02348,2024-08-21,good,1,NO,43
M00641,2020-02-26,good,3,y,97
M03270,2020-01-03,Fair,3,yes,46
M04116,2020-09-04,Good,5,Yes,60
M01699,2023-08-06, excellent,1,NO,69
M03507,2023-04-11,Poor ,4,yes,26
M00739,2020-10-25,fair,,y,71
M01696,2021-08-17,Excellent,3,n,36
M02748,2021-11-20,GOOD,2,No,82
M04805,2019-03-07,Fair,1,NO,27
M04858,2022-05-28,fair,3,Yes,70
M01121,2021-08-09,Poor ,5,Yes,62
M01096,2023-03-13,Excellent,3,n,98
M03096,2019-02-25,Fair,5,yes,72
M02457,2022-01-13,Excellent,3,YES,39
M04798,2021-11-25,good,5,no,37
M01406,2019-05-20,good,5,no,47
M04134,2020-08-03,fair,3,y,16
M02918,2020-09-01,Excellent,4,Yes,14
M02366,2020-11-19,good,4,NO,0
M03156,2022-01-11,good,1,Yes,26
M00506,2020-03-14,Fair,2,no,61
M02144,2020-07-21,fair,2,yes,
M01303,2024-05-28,Poor ,5,no,11
M00082,2019-01-11,Fair,4,Yes,94
M02153,2022-06-25,GOOD,4,Yes,54
M09350,2021-04-26,poor,4,NO,17
M04528,2024-03-15, excellent,1,yes,39
M04601,2024-04-05,GOOD,5,No,99
M00208,2020-01-17,Good,2,YES,53
M01450,2019-07-18,Poor ,5,y,150
M03196,2019-08-27,poor,5,no,84
M03588,2024-02-01, excellent,4,Yes,51
M03795,2024-06-21,poor,5,no,92
M04289,2023-03-03,fair,2,y,55
M00502,2020-08-03,GOOD,3,no,12
M01282,2022-08-04,GOOD,3,YES,1
M02337,2021-09-01,fair,1,NO,27
M02147,2019-07-14,Poor ,2,No,5
M04343,2022-06-14,Excellent,3,y,79
M03236,2020-09-23,fair,1,No,76
M02793,2021-04-23,Good,4,NO,89
M03222,2021-11-06,good,0,No,16
M03128,2020-03-05,good,4,yes,59
M02914,2019-01-19,good,1,yes,23
M02826,2020-07-05, excellent,3,no,71
M02594,2020-03-12,Excellent,2,No,98
M03020,2022-02-12,Good,1,Yes,62
M01641,2024-12-25,Good,2,YES,59
M03079,2023-06-02,GOOD,2,y,80
M00774,2024-05-21,GOOD,4,y,12
M02851,2022-04-11,GOOD,5,no,44
M01078,2024-10-08,good,5,yes,73
M00187,2020-04-05, excellent,4,y,51
M03182,2022-11-04,Good,2,Yes,29
M02743,2019-06-18,good,,no,92
M03798,2023-03-09,poor,5,Yes,29
M01719,2023-03-08,Poor ,1,Yes,24
M01874,2023-09-06,fair,5,no,85
M03575,2021-03-13,Excellent,5,yes,78
M03497,2021-05-02,Good,3,YES,88
M04055,2019-03-23,GOOD,2,YES,69
M00434,2020-10-25,Fair,4,NO,75
M00926,2022-12-27,poor,,y,96
M00689,2019-08-27,fair,4,YES,59
M02786,2022-07-12,GOOD,5,y,36
M02945,2024-06-23,Fair,1,yes,32
M02200,2021-03-07,Good,1,Yes,45
M03994,2019-10-18,Excellent,99,YES,67
M03958,2022-10-20,Excellent,2,y,5
M02359,2023-07-24,Good,,YES,79
M01906,2023-02-21,Good,2,YES,11
M00840,2021-09-13,Poor ,2,no,65
M00810,2021-05-15,good,5,y,60
M03120,2022-08-14,Fair,3,n,68
M01540,2023-07-27, excellent,2,yes,42
M00824,2022-11-16,Poor ,4,no,87
M02471,2020-03-27,GOOD,3,No,51
M03850,2019-06-14,good,2,no,67
M04257,2019-05-11,fair,1,No,96
M03537,2023-07-23,fair,2,Yes,54
M02075,2019-10-26,good,1,NO,62
M03337,2021-04-03,GOOD,5,Yes,54
M03202,2024-01-14, excellent,4,No,150
M04490,2024-01-18,poor,2,NO,29
M02444,2022-04-20,Good,4,No,100
M00116,2022-11-17,Good,1,YES,73
M02397,2023-06-07,Good,1,no,28
M04428,2023-01-18,GOOD,1,No,73
M02165,2020-01-26,GOOD,1,Yes,74
M02068,2021-06-21,Fair,5,no,88
M02569,2024-11-11, excellent,2,YES,14
M00109,2022-08-04,good,2,y,71
M00855,2020-03-27,Good,3,NO,43
M01458,2022-07-25, excellent,3,YES,29
